"Tabela 6450 - Unidades locais, pessoal ocupado total e assalariado, salários e outras remunerações, por seção, divisão, grupo e classe da classificação de atividades (CNAE 2.0)"
"Cód.";"Município";"Ano x Variável x Classificação Nacional de Atividades Econômicas (CNAE 2.0)"
"Cód.";"Município";"2019"
"Cód.";"Município";"Pessoal ocupado assalariado (Pessoas)";;"Salários e outras remunerações (Mil Reais)"
"Cód.";"Município";"Total";"55.10-8 Hotéis e similares";"Total";"55.10-8 Hotéis e similares"
"4128609";"Verê (PR)";"1364";"X";"34651";"X"
"4128625";"Alto Paraíso (PR)";"458";"-";"14441";"-"
"4128633";"Doutor Ulysses (PR)";"370";"-";"9479";"-"
"4128658";"Virmond (PR)";"478";"-";"12269";"-"
"4128708";"Vitorino (PR)";"1691";"13";"54951";"202"
"4128807";"Xambrê (PR)";"644";"-";"15157";"-"
"4200051";"Abdon Batista (SC)";"442";"X";"14244";"X"
"4200101";"Abelardo Luz (SC)";"3914";"X";"116302";"X"
"4200200";"Agrolândia (SC)";"2917";"-";"84205";"-"
"4200309";"Agronômica (SC)";"1049";"X";"29635";"X"
"4200408";"Água Doce (SC)";"1370";"X";"47286";"X"
"4200507";"Águas de Chapecó (SC)";"611";"X";"17457";"X"
"4200556";"Águas Frias (SC)";"544";"-";"19396";"-"
"4200606";"Águas Mornas (SC)";"1236";"75";"34573";"2126"
"4200705";"Alfredo Wagner (SC)";"1174";"9";"27701";"112"
"4200754";"Alto Bela Vista (SC)";"314";"-";"10042";"-"
"4200804";"Anchieta (SC)";"994";"X";"25542";"X"
"4200903";"Angelina (SC)";"732";"-";"20987";"-"
"4201000";"Anita Garibaldi (SC)";"1077";"X";"28125";"X"
"4201109";"Anitápolis (SC)";"453";"-";"10806";"-"
"4201208";"Antônio Carlos (SC)";"2281";"X";"75113";"X"
"4201257";"Apiúna (SC)";"3003";"37";"88730";"611"
"4201273";"Arabutã (SC)";"654";"-";"21171";"-"
"4201307";"Araquari (SC)";"15063";"6";"518789";"174"
"4201406";"Araranguá (SC)";"14988";"X";"425325";"X"
"4201505";"Armazém (SC)";"2333";"X";"52193";"X"
"4201604";"Arroio Trinta (SC)";"782";"X";"21562";"X"
"4201653";"Arvoredo (SC)";"838";"-";"19971";"-"
"4201703";"Ascurra (SC)";"2527";"X";"64487";"X"
"4201802";"Atalanta (SC)";"484";"-";"14911";"-"
"4201901";"Aurora (SC)";"1290";"X";"36275";"X"
"4201950";"Balneário Arroio do Silva (SC)";"1142";"X";"26040";"X"
"4202008";"Balneário Camboriú (SC)";"50579";"2472";"1587545";"64057"
"4202057";"Balneário Barra do Sul (SC)";"1200";"3";"37372";"62"
"4202073";"Balneário Gaivota (SC)";"1298";"X";"30622";"X"
"4202081";"Bandeirante (SC)";"405";"-";"12017";"-"
"4202099";"Barra Bonita (SC)";"186";"-";"5823";"-"
"4202107";"Barra Velha (SC)";"8137";"X";"244338";"X"
"4202131";"Bela Vista do Toldo (SC)";"489";"-";"13070";"-"
"4202156";"Belmonte (SC)";"262";"-";"8744";"-"
"4202206";"Benedito Novo (SC)";"2944";"X";"84758";"X"
"4202305";"Biguaçu (SC)";"14685";"X";"471253";"X"
"4202404";"Blumenau (SC)";"130084";"X";"4984327";"X"
"4202438";"Bocaina do Sul (SC)";"457";"-";"10081";"-"
"4202453";"Bombinhas (SC)";"6080";"843";"139377";"15725"
"4202503";"Bom Jardim da Serra (SC)";"542";"48";"14513";"1011"
"4202537";"Bom Jesus (SC)";"465";"-";"13375";"-"
"4202578";"Bom Jesus do Oeste (SC)";"246";"-";"7671";"-"
"4202602";"Bom Retiro (SC)";"1434";"X";"34898";"X"
"4202701";"Botuverá (SC)";"2122";"-";"77201";"-"
"4202800";"Braço do Norte (SC)";"11462";"X";"300143";"X"
"4202859";"Braço do Trombudo (SC)";"1162";"X";"41657";"X"
"4202875";"Brunópolis (SC)";"345";"-";"10258";"-"
"4202909";"Brusque (SC)";"49847";"X";"1576624";"X"
"4203006";"Caçador (SC)";"24229";"X";"783599";"X"
"4203105";"Caibi (SC)";"1321";"X";"39361";"X"
"4203154";"Calmon (SC)";"575";"-";"12960";"-"
"4203204";"Camboriú (SC)";"11614";"53";"343283";"1354"
"4203253";"Capão Alto (SC)";"593";"X";"17297";"X"
"4203303";"Campo Alegre (SC)";"4963";"X";"133449";"X"
"4203402";"Campo Belo do Sul (SC)";"1188";"-";"31308";"-"
"4203501";"Campo Erê (SC)";"1679";"X";"44117";"X"
"4203600";"Campos Novos (SC)";"9862";"X";"316678";"X"
"4203709";"Canelinha (SC)";"2382";"-";"61923";"-"
"4203808";"Canoinhas (SC)";"11079";"X";"339853";"X"
"4203907";"Capinzal (SC)";"8956";"X";"252905";"X"
"4203956";"Capivari de Baixo (SC)";"4118";"X";"151717";"X"
"4204004";"Catanduvas (SC)";"2952";"X";"93745";"X"
"4204103";"Caxambu do Sul (SC)";"538";"-";"16661";"-"
"4204152";"Celso Ramos (SC)";"422";"-";"11213";"-"
"4204178";"Cerro Negro (SC)";"316";"-";"8197";"-"
"4204194";"Chapadão do Lageado (SC)";"233";"-";"6961";"-"
"4204202";"Chapecó (SC)";"84961";"499";"3077153";"12247"
"4204251";"Cocal do Sul (SC)";"5381";"X";"183379";"X"
"4204301";"Concórdia (SC)";"29832";"141";"957465";"3426"
"4204350";"Cordilheira Alta (SC)";"1724";"-";"56488";"-"
"4204400";"Coronel Freitas (SC)";"2085";"X";"56740";"X"
"4204459";"Coronel Martins (SC)";"214";"-";"6656";"-"
"4204509";"Corupá (SC)";"4198";"X";"133074";"X"
"4204558";"Correia Pinto (SC)";"3012";"X";"109302";"X"
"4204608";"Criciúma (SC)";"68719";"X";"2300810";"X"
"4204707";"Cunha Porã (SC)";"2660";"X";"82866";"X"
"4204756";"Cunhataí (SC)";"289";"-";"7898";"-"
"4204806";"Curitibanos (SC)";"8981";"64";"267290";"1334"
"4204905";"Descanso (SC)";"1102";"X";"30046";"X"
"4205001";"Dionísio Cerqueira (SC)";"2215";"38";"57084";"531"
"4205100";"Dona Emma (SC)";"1151";"-";"29010";"-"
"4205159";"Doutor Pedrinho (SC)";"983";"X";"26700";"X"
"4205175";"Entre Rios (SC)";"293";"-";"7509";"-"
"4205191";"Ermo (SC)";"677";"-";"21451";"-"
"4205209";"Erval Velho (SC)";"817";"X";"20157";"X"
"4205308";"Faxinal dos Guedes (SC)";"3451";"X";"107237";"X"
"4205357";"Flor do Sertão (SC)";"328";"-";"9500";"-"
"4205407";"Florianópolis (SC)";"289367";"3771";"17759496";"93509"
"4205431";"Formosa do Sul (SC)";"267";"X";"8174";"X"
"4205456";"Forquilhinha (SC)";"7825";"17";"234134";"484"
"4205506";"Fraiburgo (SC)";"8542";"107";"244363";"1848"
"4205555";"Frei Rogério (SC)";"276";"-";"7642";"-"
"4205605";"Galvão (SC)";"364";"-";"11230";"-"
"4205704";"Garopaba (SC)";"5816";"258";"145484";"3627"
"4205803";"Garuva (SC)";"4042";"X";"130497";"X"
"4205902";"Gaspar (SC)";"24188";"617";"753189";"16001"
"4206009";"Governador Celso Ramos (SC)";"2722";"141";"80359";"5370"
"4206108";"Grão-Pará (SC)";"1692";"X";"39784";"X"
"4206207";"Gravatal (SC)";"2831";"X";"69926";"X"
"4206306";"Guabiruba (SC)";"7123";"-";"233227";"-"
"4206405";"Guaraciaba (SC)";"2104";"2";"54181";"15"
"4206504";"Guaramirim (SC)";"13244";"32";"460019";"673"
"4206603";"Guarujá do Sul (SC)";"1032";"X";"28318";"X"
"4206652";"Guatambú (SC)";"2323";"-";"73642";"-"
"4206702";"Herval d'Oeste (SC)";"3736";"X";"108885";"X"
"4206751";"Ibiam (SC)";"242";"-";"7829";"-"
"4206801";"Ibicaré (SC)";"612";"X";"19767";"X"
"4206900";"Ibirama (SC)";"6073";"X";"164073";"X"
"4207007";"Içara (SC)";"17371";"40";"559304";"892"
"4207106";"Ilhota (SC)";"3422";"X";"96520";"X"
"4207205";"Imaruí (SC)";"971";"X";"23399";"X"
"4207304";"Imbituba (SC)";"9836";"473";"281984";"10126"
"4207403";"Imbuia (SC)";"774";"-";"19904";"-"
"4207502";"Indaial (SC)";"25949";"47";"759079";"995"
"4207577";"Iomerê (SC)";"638";"X";"19680";"X"
"4207601";"Ipira (SC)";"468";"X";"14135";"X"
"4207650";"Iporã do Oeste (SC)";"1717";"X";"44962";"X"
"4207684";"Ipuaçu (SC)";"1539";"X";"46559";"X"
"4207700";"Ipumirim (SC)";"3251";"X";"82466";"X"
"4207759";"Iraceminha (SC)";"359";"-";"10995";"-"
"4207809";"Irani (SC)";"1481";"X";"41971";"X"
"4207858";"Irati (SC)";"378";"-";"9913";"-"
"4207908";"Irineópolis (SC)";"1053";"5";"30885";"106"
"4208005";"Itá (SC)";"1573";"X";"50512";"X"
"4208104";"Itaiópolis (SC)";"4107";"X";"115021";"X"
"4208203";"Itajaí (SC)";"88032";"553";"3356347";"11663"
"4208302";"Itapema (SC)";"19580";"324";"519037";"6129"
"4208401";"Itapiranga (SC)";"7191";"X";"180915";"X"
"4208450";"Itapoá (SC)";"4083";"X";"158123";"X"
"4208500";"Ituporanga (SC)";"6464";"4";"188889";"97"
"4208609";"Jaborá (SC)";"754";"-";"20118";"-"
"4208708";"Jacinto Machado (SC)";"2194";"X";"62695";"X"
"4208807";"Jaguaruna (SC)";"4727";"X";"118175";"X"
"4208906";"Jaraguá do Sul (SC)";"66356";"X";"2751929";"X"
"4208955";"Jardinópolis (SC)";"232";"-";"7294";"-"
"4209003";"Joaçaba (SC)";"15209";"105";"525157";"2833"
"4209102";"Joinville (SC)";"214924";"1039";"7894359";"26861"
"4209151";"José Boiteux (SC)";"926";"-";"22990";"-"
"4209177";"Jupiá (SC)";"267";"-";"7609";"-"
"4209201";"Lacerdópolis (SC)";"511";"X";"17000";"X"
"4209300";"Lages (SC)";"42031";"X";"1264404";"X"
"4209409";"Laguna (SC)";"6596";"155";"172841";"2104"
"4209458";"Lajeado Grande (SC)";"271";"X";"8243";"X"
"4209508";"Laurentino (SC)";"1831";"X";"53989";"X"
"4209607";"Lauro Müller (SC)";"3400";"-";"115922";"-"
"4209706";"Lebon Régis (SC)";"1156";"6";"32582";"130"
"4209805";"Leoberto Leal (SC)";"363";"-";"11095";"-"
"4209854";"Lindóia do Sul (SC)";"613";"-";"16228";"-"
"4209904";"Lontras (SC)";"2981";"X";"84468";"X"
"4210001";"Luiz Alves (SC)";"4327";"X";"124825";"X"
"4210035";"Luzerna (SC)";"1681";"X";"55507";"X"
"4210050";"Macieira (SC)";"287";"-";"7724";"-"
"4210100";"Mafra (SC)";"13097";"66";"394526";"1344"
"4210209";"Major Gercino (SC)";"469";"-";"11746";"-"
"4210308";"Major Vieira (SC)";"791";"X";"22567";"X"
"4210407";"Maracajá (SC)";"1622";"-";"43753";"-"
"4210506";"Maravilha (SC)";"8838";"26";"265318";"654"
"4210555";"Marema (SC)";"254";"-";"7887";"-"
"4210605";"Massaranduba (SC)";"4986";"X";"151628";"X"
"4210704";"Matos Costa (SC)";"368";"-";"9011";"-"
"4210803";"Meleiro (SC)";"1362";"X";"39690";"X"
"4210852";"Mirim Doce (SC)";"514";"-";"13126";"-"
"4210902";"Modelo (SC)";"876";"-";"22879";"-"
"4211009";"Mondaí (SC)";"2617";"X";"75462";"X"
"4211058";"Monte Carlo (SC)";"1851";"-";"44408";"-"
"4211108";"Monte Castelo (SC)";"986";"X";"23907";"X"
"4211207";"Morro da Fumaça (SC)";"5869";"13";"192750";"347"
"4211256";"Morro Grande (SC)";"504";"-";"13793";"-"
"4211306";"Navegantes (SC)";"20520";"92";"672864";"1937"
"4211405";"Nova Erechim (SC)";"1290";"X";"33655";"X"
"4211454";"Nova Itaberaba (SC)";"618";"-";"22117";"-"
"4211504";"Nova Trento (SC)";"6130";"X";"159455";"X"
"4211603";"Nova Veneza (SC)";"6729";"31";"205847";"795"
"4211652";"Novo Horizonte (SC)";"446";"-";"13301";"-"
"4211702";"Orleans (SC)";"6971";"24";"208986";"620"
"4211751";"Otacílio Costa (SC)";"5090";"10";"191002";"183"
"4211801";"Ouro (SC)";"1055";"-";"27353";"-"
"4211850";"Ouro Verde (SC)";"265";"-";"8737";"-"
"4211876";"Paial (SC)";"221";"-";"7369";"-"
"4211892";"Painel (SC)";"195";"-";"5884";"-"
"4211900";"Palhoça (SC)";"42833";"198";"1308006";"3998"
"4212007";"Palma Sola (SC)";"1587";"-";"42839";"-"
"4212056";"Palmeira (SC)";"664";"-";"19870";"-"
"4212106";"Palmitos (SC)";"4146";"38";"133143";"609"
"4212205";"Papanduva (SC)";"3485";"X";"95038";"X"
"4212239";"Paraíso (SC)";"548";"-";"16873";"-"
"4212254";"Passo de Torres (SC)";"999";"X";"28052";"X"
"4212270";"Passos Maia (SC)";"791";"-";"21174";"-"
"4212304";"Paulo Lopes (SC)";"1560";"7";"43984";"115"
"4212403";"Pedras Grandes (SC)";"1045";"-";"25675";"-"
"4212502";"Penha (SC)";"6782";"340";"189090";"7122"
"4212601";"Peritiba (SC)";"556";"X";"16423";"X"
"4212650";"Pescaria Brava (SC)";"581";"-";"17359";"-"
"4212700";"Petrolândia (SC)";"889";"-";"24203";"-"
"4212809";"Balneário Piçarras (SC)";"4868";"130";"162241";"2535"
"4212908";"Pinhalzinho (SC)";"7229";"24";"225453";"494"
"4213005";"Pinheiro Preto (SC)";"1323";"-";"40220";"-"
"4213104";"Piratuba (SC)";"1671";"510";"46646";"11967"
"4213153";"Planalto Alegre (SC)";"538";"-";"14883";"-"
"4213203";"Pomerode (SC)";"13774";"X";"533238";"X"
"4213302";"Ponte Alta (SC)";"711";"-";"17366";"-"
"4213351";"Ponte Alta do Norte (SC)";"846";"-";"20261";"-"
"4213401";"Ponte Serrada (SC)";"1685";"10";"45703";"120"
"4213500";"Porto Belo (SC)";"6148";"97";"166867";"2189"
"4213609";"Porto União (SC)";"6450";"30";"165925";"583"
"4213708";"Pouso Redondo (SC)";"4627";"41";"132532";"818"
"4213807";"Praia Grande (SC)";"1449";"X";"36454";"X"
"4213906";"Presidente Castello Branco (SC)";"252";"-";"7449";"-"
"4214003";"Presidente Getúlio (SC)";"7006";"X";"177923";"X"
"4214102";"Presidente Nereu (SC)";"315";"-";"7266";"-"
"4214151";"Princesa (SC)";"634";"-";"16746";"-"
"4214201";"Quilombo (SC)";"2734";"X";"87965";"X"
"4214300";"Rancho Queimado (SC)";"551";"13";"21235";"282"
"4214409";"Rio das Antas (SC)";"971";"X";"27027";"X"
"4214508";"Rio do Campo (SC)";"1076";"X";"28092";"X"
"4214607";"Rio do Oeste (SC)";"1439";"-";"36368";"-"
"4214706";"Rio dos Cedros (SC)";"3429";"X";"87920";"X"
"4214805";"Rio do Sul (SC)";"24851";"108";"850220";"2474"
"4214904";"Rio Fortuna (SC)";"1015";"X";"25948";"X"
"4215000";"Rio Negrinho (SC)";"11965";"X";"335174";"X"
"4215059";"Rio Rufino (SC)";"371";"X";"7902";"X"
"4215075";"Riqueza (SC)";"624";"-";"17198";"-"
"4215109";"Rodeio (SC)";"2867";"X";"73725";"X"
"4215208";"Romelândia (SC)";"313";"-";"9980";"-"
"4215307";"Salete (SC)";"2048";"X";"60603";"X"
"4215356";"Saltinho (SC)";"448";"-";"12726";"-"
"4215406";"Salto Veloso (SC)";"1499";"-";"43751";"-"
"4215455";"Sangão (SC)";"3824";"X";"95424";"X"
"4215505";"Santa Cecília (SC)";"4394";"3";"125057";"45"
"4215554";"Santa Helena (SC)";"397";"-";"12073";"-"
"4215604";"Santa Rosa de Lima (SC)";"362";"-";"9784";"-"
"4215653";"Santa Rosa do Sul (SC)";"1119";"X";"27262";"X"
"4215679";"Santa Terezinha (SC)";"675";"X";"18230";"X"
"4215687";"Santa Terezinha do Progresso (SC)";"251";"-";"6692";"-"
"4215695";"Santiago do Sul (SC)";"235";"-";"7412";"-"
"4215703";"Santo Amaro da Imperatriz (SC)";"5809";"X";"151755";"X"
"4215752";"São Bernardino (SC)";"395";"-";"10962";"-"
"4215802";"São Bento do Sul (SC)";"28218";"X";"885629";"X"
"4215901";"São Bonifácio (SC)";"483";"X";"11793";"X"
"4216008";"São Carlos (SC)";"2432";"X";"68072";"X"
"4216057";"São Cristóvão do Sul (SC)";"1403";"X";"40219";"X"
"4216107";"São Domingos (SC)";"1291";"X";"35197";"X"
"4216206";"São Francisco do Sul (SC)";"11062";"89";"532659";"1805"
"4216255";"São João do Oeste (SC)";"1222";"X";"40859";"X"
"4216305";"São João Batista (SC)";"9365";"11";"242123";"455"
"4216354";"São João do Itaperiú (SC)";"1220";"-";"35379";"-"
"4216404";"São João do Sul (SC)";"976";"X";"26866";"X"
"4216503";"São Joaquim (SC)";"4761";"45";"119635";"871"
"4216602";"São José (SC)";"107510";"296";"3285264";"6922"
"4216701";"São José do Cedro (SC)";"2933";"X";"75811";"X"
"4216800";"São José do Cerrito (SC)";"699";"-";"19155";"-"
"4216909";"São Lourenço do Oeste (SC)";"9890";"X";"307062";"X"
"4217006";"São Ludgero (SC)";"4765";"-";"152071";"-"
"4217105";"São Martinho (SC)";"709";"9";"17254";"154"
"4217154";"São Miguel da Boa Vista (SC)";"141";"-";"5807";"-"
"4217204";"São Miguel do Oeste (SC)";"13667";"X";"444074";"X"
"4217253";"São Pedro de Alcântara (SC)";"382";"X";"12705";"X"
"4217303";"Saudades (SC)";"2910";"X";"83844";"X"
"4217402";"Schroeder (SC)";"3937";"X";"132673";"X"
"4217501";"Seara (SC)";"7010";"X";"187207";"X"
"4217550";"Serra Alta (SC)";"718";"X";"18194";"X"
"4217600";"Siderópolis (SC)";"3497";"X";"109913";"X"
"4217709";"Sombrio (SC)";"6971";"X";"176729";"X"
"4217758";"Sul Brasil (SC)";"324";"-";"8353";"-"
"4217808";"Taió (SC)";"5320";"15";"153402";"310"
"4217907";"Tangará (SC)";"2123";"-";"65877";"-"
"4217956";"Tigrinhos (SC)";"199";"-";"6898";"-"
"4218004";"Tijucas (SC)";"13689";"17";"464769";"326"
"4218103";"Timbé do Sul (SC)";"756";"-";"18658";"-"
"4218202";"Timbó (SC)";"17895";"X";"547518";"X"
"4218251";"Timbó Grande (SC)";"1324";"X";"32285";"X"
"4218301";"Três Barras (SC)";"5382";"X";"215663";"X"
"4218350";"Treviso (SC)";"1647";"-";"76210";"-"
"4218400";"Treze de Maio (SC)";"1896";"-";"43410";"-"
"4218509";"Treze Tílias (SC)";"3709";"80";"126756";"1856"
"4218608";"Trombudo Central (SC)";"2034";"-";"65030";"-"
"4218707";"Tubarão (SC)";"37823";"X";"1200124";"X"
"4218756";"Tunápolis (SC)";"696";"-";"19606";"-"
"4218806";"Turvo (SC)";"4196";"X";"127798";"X"
"4218855";"União do Oeste (SC)";"278";"-";"9861";"-"
"4218905";"Urubici (SC)";"1408";"85";"36536";"1929"
"4218954";"Urupema (SC)";"342";"7";"11965";"145"
"4219002";"Urussanga (SC)";"6198";"X";"222425";"X"
"4219101";"Vargeão (SC)";"1005";"X";"32549";"X"
"4219150";"Vargem (SC)";"361";"X";"9530";"X"
"4219176";"Vargem Bonita (SC)";"1675";"X";"79314";"X"
"4219200";"Vidal Ramos (SC)";"938";"X";"28772";"X"
"4219309";"Videira (SC)";"20918";"109";"641850";"2258"
"4219358";"Vitor Meireles (SC)";"999";"-";"25439";"-"
"4219408";"Witmarsum (SC)";"1218";"-";"32673";"-"
"4219507";"Xanxerê (SC)";"13871";"X";"432742";"X"
"4219606";"Xavantina (SC)";"392";"-";"12984";"-"
"4219705";"Xaxim (SC)";"10275";"17";"296441";"326"
"4219853";"Zortéa (SC)";"289";"-";"9989";"-"
"4220000";"Balneário Rincão (SC)";"1629";"X";"38620";"X"
"4300034";"Aceguá (RS)";"891";"X";"27885";"X"
"4300059";"Água Santa (RS)";"564";"-";"20142";"-"
"4300109";"Agudo (RS)";"2469";"7";"68956";"138"
"4300208";"Ajuricaba (RS)";"1087";"-";"32795";"-"
"4300307";"Alecrim (RS)";"492";"-";"14116";"-"
"4300406";"Alegrete (RS)";"11246";"83";"331029";"1276"
"4300455";"Alegria (RS)";"380";"-";"11391";"-"
"4300471";"Almirante Tamandaré do Sul (RS)";"472";"-";"15609";"-"
"4300505";"Alpestre (RS)";"776";"-";"25891";"-"
"4300554";"Alto Alegre (RS)";"282";"-";"8645";"-"
"4300570";"Alto Feliz (RS)";"772";"-";"23103";"-"
"4300604";"Alvorada (RS)";"16847";"18";"514256";"333"
"4300638";"Amaral Ferrador (RS)";"462";"-";"10887";"-"
"4300646";"Ametista do Sul (RS)";"1185";"41";"27266";"493"
"4300661";"André da Rocha (RS)";"228";"-";"7511";"-"
"4300703";"Anta Gorda (RS)";"1336";"X";"38428";"X"
"4300802";"Antônio Prado (RS)";"3712";"X";"117449";"X"
"4300851";"Arambaré (RS)";"434";"X";"12770";"X"
"4300877";"Araricá (RS)";"1776";"21";"45825";"426"
"4300901";"Aratiba (RS)";"1195";"X";"44920";"X"
"4301008";"Arroio do Meio (RS)";"6936";"X";"195724";"X"
"4301057";"Arroio do Sal (RS)";"1941";"X";"47886";"X"
"4301073";"Arroio do Padre (RS)";"273";"-";"7059";"-"
"4301107";"Arroio dos Ratos (RS)";"1670";"X";"48747";"X"
"4301206";"Arroio do Tigre (RS)";"1795";"X";"44423";"X"
"4301305";"Arroio Grande (RS)";"1808";"5";"57440";"53"
"4301404";"Arvorezinha (RS)";"1586";"X";"40497";"X"
"4301503";"Augusto Pestana (RS)";"1126";"X";"38765";"X"
"4301552";"Áurea (RS)";"458";"-";"12804";"-"
"4301602";"Bagé (RS)";"19949";"165";"769393";"2770"
"4301636";"Balneário Pinhal (RS)";"1529";"X";"43182";"X"
"4301651";"Barão (RS)";"1762";"-";"55342";"-"
"4301701";"Barão de Cotegipe (RS)";"1300";"X";"33538";"X"
"4301750";"Barão do Triunfo (RS)";"351";"X";"11986";"X"
"4301800";"Barracão (RS)";"574";"X";"17892";"X"
"4301859";"Barra do Guarita (RS)";"255";"-";"6515";"-"
"4301875";"Barra do Quaraí (RS)";"720";"-";"17962";"-"
"4301909";"Barra do Ribeiro (RS)";"2004";"X";"56011";"X"
"4301925";"Barra do Rio Azul (RS)";"181";"-";"6975";"-"
"4301958";"Barra Funda (RS)";"870";"X";"24166";"X"
"4302006";"Barros Cassal (RS)";"790";"X";"20524";"X"
"4302055";"Benjamin Constant do Sul (RS)";"200";"-";"5716";"-"
"4302105";"Bento Gonçalves (RS)";"42699";"518";"1771438";"15488"
"4302154";"Boa Vista das Missões (RS)";"326";"X";"10394";"X"
"4302204";"Boa Vista do Buricá (RS)";"1597";"X";"40558";"X"
"4302220";"Boa Vista do Cadeado (RS)";"274";"-";"11216";"-"
"4302238";"Boa Vista do Incra (RS)";"347";"-";"10713";"-"
"4302253";"Boa Vista do Sul (RS)";"658";"-";"20637";"-"
"4302303";"Bom Jesus (RS)";"1768";"11";"52150";"109"
"4302352";"Bom Princípio (RS)";"4717";"X";"133325";"X"
"4302378";"Bom Progresso (RS)";"334";"-";"9329";"-"
"4302402";"Bom Retiro do Sul (RS)";"3098";"-";"76561";"-"
"4302451";"Boqueirão do Leão (RS)";"580";"-";"17117";"-"
"4302501";"Bossoroca (RS)";"719";"-";"23334";"-"
"4302584";"Bozano (RS)";"202";"-";"7977";"-"
"4302600";"Braga (RS)";"323";"-";"9153";"-"
"4302659";"Brochier (RS)";"646";"-";"18198";"-"
"4302709";"Butiá (RS)";"3306";"23";"108395";"535"
"4302808";"Caçapava do Sul (RS)";"5490";"18";"192540";"368"
"4302907";"Cacequi (RS)";"1026";"X";"31689";"X"
"4303004";"Cachoeira do Sul (RS)";"13102";"74";"386047";"1381"
"4303103";"Cachoeirinha (RS)";"38541";"48";"1274868";"1139"
"4303202";"Cacique Doble (RS)";"410";"X";"10480";"X"
"4303301";"Caibaté (RS)";"840";"-";"30956";"-"
"4303400";"Caiçara (RS)";"420";"-";"11384";"-"
"4303509";"Camaquã (RS)";"11255";"35";"330963";"757"
"4303558";"Camargo (RS)";"606";"-";"20269";"-"
"4303608";"Cambará do Sul (RS)";"1323";"56";"39431";"1612"
"4303673";"Campestre da Serra (RS)";"417";"-";"14735";"-"
"4303707";"Campina das Missões (RS)";"722";"X";"20407";"X"
"4303806";"Campinas do Sul (RS)";"838";"-";"27662";"-"
"4303905";"Campo Bom (RS)";"22167";"X";"718591";"X"
"4304002";"Campo Novo (RS)";"995";"-";"29785";"-"
"4304101";"Campos Borges (RS)";"509";"-";"13394";"-"
"4304200";"Candelária (RS)";"4943";"13";"135653";"206"
"4304309";"Cândido Godói (RS)";"1132";"-";"34488";"-"
"4304358";"Candiota (RS)";"2388";"X";"230691";"X"
"4304408";"Canela (RS)";"9030";"510";"285873";"14670"
"4304507";"Canguçu (RS)";"4796";"20";"140705";"323"
"4304606";"Canoas (RS)";"79723";"X";"3202207";"X"
"4304614";"Canudos do Vale (RS)";"173";"-";"5039";"-"
"4304622";"Capão Bonito do Sul (RS)";"207";"-";"8901";"-"
"4304630";"Capão da Canoa (RS)";"12870";"X";"334308";"X"
"4304655";"Capão do Cipó (RS)";"307";"-";"13523";"-"
"4304663";"Capão do Leão (RS)";"3276";"X";"105015";"X"
"4304671";"Capivari do Sul (RS)";"873";"X";"28245";"X"
"4304689";"Capela de Santana (RS)";"1269";"-";"36379";"-"
"4304697";"Capitão (RS)";"494";"-";"12917";"-"
"4304705";"Carazinho (RS)";"13842";"X";"432146";"X"
"4304713";"Caraá (RS)";"1077";"X";"23830";"X"
"4304804";"Carlos Barbosa (RS)";"12050";"X";"511083";"X"
"4304853";"Carlos Gomes (RS)";"183";"-";"5273";"-"
"4304903";"Casca (RS)";"2852";"9";"80716";"170"
"4304952";"Caseiros (RS)";"377";"X";"11611";"X"
"4305009";"Catuípe (RS)";"1064";"X";"29459";"X"
"4305108";"Caxias do Sul (RS)";"153487";"616";"5986534";"14732"
"4305116";"Centenário (RS)";"234";"-";"7625";"-"
"4305124";"Cerrito (RS)";"425";"-";"11955";"-"
"4305132";"Cerro Branco (RS)";"382";"-";"11583";"-"
"4305157";"Cerro Grande (RS)";"240";"-";"7100";"-"
"4305173";"Cerro Grande do Sul (RS)";"904";"-";"25790";"-"
"4305207";"Cerro Largo (RS)";"3068";"10";"95899";"221"
"4305306";"Chapada (RS)";"2058";"8";"54457";"287"
"4305355";"Charqueadas (RS)";"5941";"9";"249217";"177"
"4305371";"Charrua (RS)";"200";"-";"7001";"-"
"4305405";"Chiapetta (RS)";"595";"-";"15373";"-"
"4305439";"Chuí (RS)";"1921";"71";"41926";"1616"
"4305447";"Chuvisca (RS)";"311";"-";"10000";"-"
"4305454";"Cidreira (RS)";"2181";"12";"55207";"180"
"4305504";"Ciríaco (RS)";"533";"X";"13187";"X"
"4305587";"Colinas (RS)";"341";"-";"9608";"-"
"4305603";"Colorado (RS)";"490";"X";"17497";"X"
"4305702";"Condor (RS)";"1516";"X";"49104";"X"
"4305801";"Constantina (RS)";"1918";"X";"48069";"X"
"4305835";"Coqueiro Baixo (RS)";"127";"-";"4523";"-"
"4305850";"Coqueiros do Sul (RS)";"268";"-";"8782";"-"
"4305871";"Coronel Barros (RS)";"347";"-";"13557";"-"
"4305900";"Coronel Bicaco (RS)";"803";"X";"21530";"X"
"4305934";"Coronel Pilar (RS)";"140";"-";"5262";"-"
"4305959";"Cotiporã (RS)";"674";"-";"21158";"18"
"4305975";"Coxilha (RS)";"527";"X";"23927";"X"
"4306007";"Crissiumal (RS)";"2286";"1";"57469";"28"
"4306056";"Cristal (RS)";"2407";"X";"50441";"X"
"4306072";"Cristal do Sul (RS)";"210";"-";"6014";"-"
"4306106";"Cruz Alta (RS)";"11756";"88";"364352";"1842"
"4306130";"Cruzaltense (RS)";"192";"-";"6539";"-"
